Entity ID,Area of Interest,Map Projection,Sensor,Begin Date,End Date,Agency,Platform,Comments,Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
EMUSA20161122201611286,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-11-22 00:00:00-06,2016-11-28 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161122201611286,EMUSA20161122201611286
EMUSA20161129201612056,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-11-29 00:00:00-06,2016-12-05 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161129201612056,EMUSA20161129201612056
EMUSA20161129201612126,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-11-29 00:00:00-06,2016-12-12 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161129201612126,EMUSA20161129201612126
EMUSA20161206201612126,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-06 00:00:00-06,2016-12-12 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161206201612126,EMUSA20161206201612126
EMUSA20161213201612196,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-13 00:00:00-06,2016-12-19 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161213201612196,EMUSA20161213201612196
EMUSA20161213201612266,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-13 00:00:00-06,2016-12-26 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161213201612266,EMUSA20161213201612266
EMUSA20161220201612266,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-20 00:00:00-06,2016-12-26 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161220201612266,EMUSA20161220201612266
EMUSA20161227201701026,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-27 00:00:00-06,2017-01-02 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161227201701026,EMUSA20161227201701026
EMUSA20161227201701096,CONUS,Lambert Azimuthal Equal Area,MODIS,2016-12-27 00:00:00-06,2017-01-09 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20161227201701096,EMUSA20161227201701096
EMUSA20170103201701096,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-03 00:00:00-06,2017-01-09 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170103201701096,EMUSA20170103201701096
EMUSA20170110201701166,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-10 00:00:00-06,2017-01-16 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170110201701166,EMUSA20170110201701166
EMUSA20170110201701236,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-10 00:00:00-06,2017-01-23 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170110201701236,EMUSA20170110201701236
EMUSA20170117201701236,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-17 00:00:00-06,2017-01-23 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170117201701236,EMUSA20170117201701236
EMUSA20170124201701306,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-24 00:00:00-06,2017-01-30 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170124201701306,EMUSA20170124201701306
EMUSA20170124201702066,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-24 00:00:00-06,2017-02-06 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170124201702066,EMUSA20170124201702066
EMUSA20170131201702066,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-01-31 00:00:00-06,2017-02-06 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170131201702066,EMUSA20170131201702066
EMUSA20170207201702136,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-07 00:00:00-06,2017-02-13 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170207201702136,EMUSA20170207201702136
EMUSA20170207201702206,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-07 00:00:00-06,2017-02-20 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170207201702206,EMUSA20170207201702206
EMUSA20170214201702206,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-14 00:00:00-06,2017-02-20 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170214201702206,EMUSA20170214201702206
EMUSA20170221201702276,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-21 00:00:00-06,2017-02-27 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170221201702276,EMUSA20170221201702276
EMUSA20170221201703066,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-21 00:00:00-06,2017-03-06 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170221201703066,EMUSA20170221201703066
EMUSA20170228201703066,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-02-28 00:00:00-06,2017-03-06 00:00:00-06,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170228201703066,EMUSA20170228201703066
EMUSA20170307201703136,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-07 00:00:00-06,2017-03-13 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170307201703136,EMUSA20170307201703136
EMUSA20170307201703206,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-07 00:00:00-06,2017-03-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170307201703206,EMUSA20170307201703206
EMUSA20170314201703206,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-14 00:00:00-05,2017-03-20 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170314201703206,EMUSA20170314201703206
EMUSA20170321201703276,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-21 00:00:00-05,2017-03-27 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170321201703276,EMUSA20170321201703276
EMUSA20170321201704036,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-21 00:00:00-05,2017-04-03 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170321201704036,EMUSA20170321201704036
EMUSA20170328201704036,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-03-28 00:00:00-05,2017-04-03 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170328201704036,EMUSA20170328201704036
EMUSA20170404201704106,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-04 00:00:00-05,2017-04-10 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170404201704106,EMUSA20170404201704106
EMUSA20170404201704176,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-04 00:00:00-05,2017-04-17 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170404201704176,EMUSA20170404201704176
EMUSA20170411201704176,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-11 00:00:00-05,2017-04-17 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170411201704176,EMUSA20170411201704176
EMUSA20170418201704246,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-18 00:00:00-05,2017-04-24 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170418201704246,EMUSA20170418201704246
EMUSA20170418201705016,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-18 00:00:00-05,2017-05-01 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170418201705016,EMUSA20170418201705016
EMUSA20170425201705016,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-04-25 00:00:00-05,2017-05-01 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170425201705016,EMUSA20170425201705016
EMUSA20170502201705086,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-02 00:00:00-05,2017-05-08 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170502201705086,EMUSA20170502201705086
EMUSA20170502201705156,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-02 00:00:00-05,2017-05-15 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170502201705156,EMUSA20170502201705156
EMUSA20170509201705156,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-09 00:00:00-05,2017-05-15 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170509201705156,EMUSA20170509201705156
EMUSA20170516201705226,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-16 00:00:00-05,2017-05-22 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170516201705226,EMUSA20170516201705226
EMUSA20170516201705296,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-16 00:00:00-05,2017-05-29 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170516201705296,EMUSA20170516201705296
EMUSA20170523201705296,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-23 00:00:00-05,2017-05-29 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170523201705296,EMUSA20170523201705296
EMUSA20170530201706056,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-30 00:00:00-05,2017-06-05 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170530201706056,EMUSA20170530201706056
EMUSA20170530201706126,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-05-30 00:00:00-05,2017-06-12 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170530201706126,EMUSA20170530201706126
EMUSA20170606201706126,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-06 00:00:00-05,2017-06-12 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170606201706126,EMUSA20170606201706126
EMUSA20170613201706196,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-13 00:00:00-05,2017-06-19 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170613201706196,EMUSA20170613201706196
EMUSA20170613201706266,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-13 00:00:00-05,2017-06-26 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170613201706266,EMUSA20170613201706266
EMUSA20170620201706266,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-20 00:00:00-05,2017-06-26 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170620201706266,EMUSA20170620201706266
EMUSA20170627201707036,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-27 00:00:00-05,2017-07-03 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170627201707036,EMUSA20170627201707036
EMUSA20170627201707106,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-06-27 00:00:00-05,2017-07-10 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170627201707106,EMUSA20170627201707106
EMUSA20170704201707106,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-07-04 00:00:00-05,2017-07-10 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170704201707106,EMUSA20170704201707106
EMUSA20170711201707176,CONUS,Lambert Azimuthal Equal Area,MODIS,2017-07-11 00:00:00-05,2017-07-17 00:00:00-05,USGS EROS,AQUA,acceptable,6,38°44'12.72"N,97°12'06.84"W,48°24'11"N,128°31'48.21"W,46°42'17.64"N,65°23'40.74"W,22°28'45.81"N,75°24'58.87"W,23°35'01.53"N,119°58'20.24"W,38.7368667,-97.2019,48.4030556,-128.5300583,46.7049,-65.39465,22.4793917,-75.4163528,23.5837583,-119.9722889,EMUSA20170711201707176,EMUSA20170711201707176
